,Durchgang,Uhrzeit,Gebotindex,Geber,Ausgangswert,Anteil,Angebotskategorie,Reaktion,Reaktionszeit,subjectID,Teil
45,46,09:43:37:336,157,167.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1036.4,19,1
46,47,09:43:42:679,2,2.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,855.0,19,1
48,49,09:43:52:882,216,230.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,767.7,19,1
49,50,09:43:57:539,109,115.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,749.1,19,1
50,51,09:44:02:789,182,194.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,667.7,19,1
51,52,09:44:10:304,61,67.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,711.6,19,1
52,53,09:44:15:351,206,218.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,637.8,19,1
53,54,09:44:20:648,141,149.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,746.5,19,1
54,55,09:44:25:054,63,69.0,19.0,5.0,Topf_gross_Aufteilung3,Abgelehnt,674.3,19,1
56,57,09:44:35:929,33,37.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,752.3,19,1
57,58,09:44:41:101,56,60.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,674.2,19,1
58,59,09:44:46:617,137,145.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,923.9,19,1
59,60,09:44:52:226,212,226.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,678.0,19,1
60,61,09:44:58:804,203,215.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,942.1,19,1
61,62,09:45:04:882,183,195.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,716.0,19,1
62,63,09:45:09:789,44,48.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,815.6,19,1
63,64,09:45:14:554,217,231.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,769.3,19,1
65,66,09:45:24:898,191,203.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,557.3,19,1
66,67,09:45:30:007,195,207.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,1104.3,19,1
67,68,09:45:34:523,100,106.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,765.1,19,1
69,70,09:45:44:851,53,57.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,920.3,19,1
70,71,09:45:49:429,165,175.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,817.1,19,1
71,72,09:45:55:976,80,86.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,676.1,19,1
72,73,09:45:59:961,201,213.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,685.5,19,1
73,74,09:46:04:476,168,178.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,624.4,19,1
74,75,09:46:09:757,198,210.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,1061.5,19,1
75,76,09:46:15:523,86,92.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,575.9,19,1
76,77,09:46:20:117,74,80.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,591.6,19,1
77,78,09:46:24:664,17,17.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,673.9,19,1
79,80,09:46:33:898,134,142.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,609.8,19,1
80,81,09:46:40:304,161,171.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,793.5,19,1
81,82,09:46:45:257,193,205.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,1300.4,19,1
82,83,09:46:49:398,221,235.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,783.7,19,1
83,84,09:46:53:742,123,131.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,713.5,19,1
84,85,09:46:57:648,59,65.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,725.1,19,1
86,87,09:47:07:726,13,13.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,731.0,19,1
87,88,09:47:12:070,102,108.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,1030.0,19,1
88,89,09:47:17:945,117,123.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,1187.6,19,1
89,90,09:47:23:648,41,45.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,727.3,19,1
90,91,09:47:28:336,96,102.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,732.1,19,1
91,92,09:47:33:664,69,75.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,631.9,19,1
92,93,09:47:42:695,110,116.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,734.4,19,1
93,94,09:47:47:336,148,156.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,669.0,19,1
94,95,09:47:52:226,145,153.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,1026.5,19,1
95,96,09:47:57:398,42,46.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,683.7,19,1
96,97,09:48:02:382,119,125.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,661.0,19,1
97,98,09:48:07:851,162,172.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,610.9,19,1
98,99,09:48:13:804,186,198.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,693.0,19,1
99,100,09:48:19:429,118,124.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,724.4,19,1
100,101,09:48:25:117,54,58.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,617.0,19,1
102,103,09:48:34:117,215,229.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,1425.6,19,1
104,105,09:48:44:461,176,186.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,772.4,19,1
105,106,09:48:50:211,5,5.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,455.6,19,1
106,107,09:48:56:148,222,236.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,617.6,19,1
107,108,09:49:01:617,210,222.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,607.8,19,1
108,109,09:49:07:039,207,219.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,694.7,19,1
109,110,09:49:12:711,60,66.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,668.5,19,1
110,111,09:49:19:039,88,94.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,560.4,19,1
111,112,09:49:25:382,189,201.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,650.7,19,1
112,113,09:49:31:523,152,162.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,821.9,19,1
113,114,09:49:35:664,231,245.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,623.5,19,1
114,115,09:49:42:164,124,132.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,604.8,19,1
115,116,09:49:46:429,91,97.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,650.2,19,1
116,117,09:49:52:086,107,113.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,511.6,19,1
117,118,09:49:58:257,37,41.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,529.3,19,1
118,119,09:50:03:070,20,20.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,585.3,19,1
119,120,09:50:07:882,164,174.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,553.4,19,1
120,121,09:50:13:711,39,43.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,632.9,19,1
121,122,09:50:18:586,65,71.0,11.0,3.0,Topf_klein_Aufteilung2,Abgelehnt,654.5,19,1
123,124,09:50:30:461,105,111.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,740.5,19,1
124,125,09:50:35:586,227,241.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,814.8,19,1
125,126,09:50:41:695,226,240.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,698.9,19,1
126,127,09:50:46:507,10,10.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,659.3,19,1
127,128,09:50:51:679,172,182.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,883.8,19,1
128,129,09:50:56:304,19,19.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,844.0,19,1
129,130,09:51:01:976,23,23.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,649.7,19,1
130,131,09:51:06:961,149,157.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,530.1,19,1
131,132,09:51:13:039,31,35.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,592.2,19,1
132,133,09:51:19:679,28,28.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,606.1,19,1
133,134,09:51:24:617,71,77.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,625.6,19,1
134,135,09:51:27:898,116,122.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,766.5,19,1
136,137,09:51:40:070,30,34.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,737.0,19,1
137,138,09:51:45:226,99,105.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,1073.9,19,1
138,139,09:51:50:757,133,141.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,637.0,19,1
139,140,09:51:55:554,122,130.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,630.6,19,1
0,1,09:53:17:257,47,51.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1015.6,19,2
1,2,09:53:22:695,236,250.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,871.0,19,2
2,3,09:53:29:007,94,100.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,786.6,19,2
3,4,09:53:35:054,40,44.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,657.2,19,2
4,5,09:53:40:164,81,87.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,669.1,19,2
5,6,09:53:44:976,21,21.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,685.1,19,2
6,7,09:53:50:336,90,96.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,615.0,19,2
7,8,09:53:55:195,197,209.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,1044.9,19,2
8,9,09:54:00:320,143,151.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,648.6,19,2
9,10,09:54:06:257,130,138.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,643.7,19,2
10,11,09:54:12:804,225,239.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,606.1,19,2
11,12,09:54:17:679,150,158.0,19.0,3.0,Topf_gross_Aufteilung2,Abgelehnt,1059.4,19,2
12,13,09:54:22:007,204,216.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,631.0,19,2
13,14,09:54:27:007,151,161.0,19.0,3.0,Topf_gross_Aufteilung2,Abgelehnt,1166.8,19,2
14,15,09:54:33:367,121,129.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,625.1,19,2
15,16,09:54:38:757,7,7.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,513.9,19,2
16,17,09:54:43:164,220,234.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,729.6,19,2
17,18,09:54:49:586,108,114.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,545.2,19,2
18,19,09:54:53:554,120,126.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,514.5,19,2
19,20,09:54:58:320,127,135.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,571.7,19,2
20,21,09:55:02:242,184,196.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,544.3,19,2
21,22,09:55:09:101,6,6.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,669.6,19,2
23,24,09:55:18:039,223,237.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,816.5,19,2
24,25,09:55:23:054,35,39.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,744.9,19,2
25,26,09:55:28:039,73,79.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,569.6,19,2
27,28,09:55:36:820,85,91.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,587.3,19,2
29,30,09:55:46:507,83,89.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,736.1,19,2
30,31,09:55:52:226,192,204.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1331.7,19,2
31,32,09:55:57:789,173,183.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,790.1,19,2
33,34,09:56:08:320,16,16.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,697.7,19,2
35,36,09:56:21:289,1,1.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,579.2,19,2
37,38,09:56:31:132,32,36.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,770.5,19,2
39,40,09:56:41:945,211,225.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,674.9,19,2
40,41,09:56:46:179,179,189.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,857.1,19,2
41,42,09:56:51:492,66,72.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,565.6,19,2
42,43,09:56:56:164,219,233.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,731.5,19,2
44,45,09:57:06:132,174,184.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1381.3,19,2
45,46,09:57:12:867,58,62.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,712.3,19,2
46,47,09:57:17:257,208,220.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,608.8,19,2
47,48,09:57:23:211,22,22.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,643.9,19,2
48,49,09:57:28:367,12,12.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,628.2,19,2
49,50,09:57:35:164,26,26.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,702.2,19,2
51,52,09:57:45:507,55,59.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1041.0,19,2
52,53,09:57:50:414,78,84.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,525.4,19,2
53,54,09:57:55:242,77,83.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,723.9,19,2
54,55,09:58:01:898,146,154.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,762.2,19,2
55,56,09:58:08:789,153,163.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,991.0,19,2
56,57,09:58:14:195,70,76.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,551.6,19,2
58,59,09:58:25:242,3,3.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,622.1,19,2
59,60,09:58:31:320,84,90.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,523.0,19,2
60,61,09:58:36:054,25,25.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,566.6,19,2
61,62,09:58:40:101,139,147.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,588.4,19,2
62,63,09:58:45:023,190,202.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,543.3,19,2
63,64,09:58:49:914,234,248.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,540.5,19,2
64,65,09:58:55:757,9,9.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,515.5,19,2
65,66,09:59:00:054,140,148.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,775.5,19,2
66,67,09:59:04:632,62,68.0,11.0,3.0,Topf_klein_Aufteilung2,Abgelehnt,608.9,19,2
67,68,09:59:09:211,34,38.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,603.4,19,2
68,69,09:59:13:586,233,247.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,635.5,19,2
70,71,09:59:24:617,147,155.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,779.4,19,2
71,72,09:59:30:195,170,180.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,516.1,19,2
72,73,09:59:35:429,160,170.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,491.4,19,2
73,74,09:59:42:382,218,232.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,893.8,19,2
74,75,09:59:46:898,188,200.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,1154.2,19,2
75,76,09:59:51:351,169,179.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,623.6,19,2
76,77,09:59:57:601,180,190.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,598.1,19,2
77,78,10:00:04:211,18,18.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,542.7,19,2
78,79,10:00:10:195,155,165.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,527.9,19,2
79,80,10:00:16:132,125,133.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1161.1,19,2
80,81,10:00:21:836,199,211.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,710.5,19,2
81,82,10:00:26:945,75,81.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,993.8,19,2
82,83,10:00:32:773,95,101.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,721.9,19,2
83,84,10:00:38:898,11,11.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,653.7,19,2
84,85,10:00:44:461,167,177.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,783.1,19,2
85,86,10:00:49:945,101,107.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,892.2,19,2
86,87,10:00:55:242,52,56.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,545.1,19,2
87,88,10:01:00:711,154,164.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,1207.0,19,2
88,89,10:01:07:679,106,112.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,735.3,19,2
90,91,10:01:16:101,159,169.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,567.7,19,2
91,92,10:01:21:039,205,217.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,786.3,19,2
92,93,10:01:26:570,93,99.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,589.8,19,2
93,94,10:01:31:617,92,98.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,628.1,19,2
94,95,10:01:36:320,163,173.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,599.6,19,2
95,96,10:01:41:382,27,27.0,19.0,3.0,Topf_gross_Aufteilung2,Abgelehnt,574.7,19,2
96,97,10:01:47:226,111,117.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,636.5,19,2
97,98,10:01:52:117,29,33.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,578.0,19,2
98,99,10:01:56:867,181,193.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,651.8,19,2
100,101,10:02:07:914,15,15.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,1002.6,19,2
101,102,10:02:11:961,224,238.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,601.5,19,2
103,104,10:02:20:570,240,254.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,601.2,19,2
104,105,10:02:27:367,38,42.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,610.7,19,2
106,107,10:02:38:304,76,82.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,581.0,19,2
108,109,10:02:47:257,46,50.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,720.1,19,2
109,110,10:02:52:070,97,103.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,711.7,19,2
111,112,10:03:03:304,103,109.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,615.4,19,2
112,113,10:03:10:195,213,227.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,547.3,19,2
114,115,10:03:20:320,8,8.0,19.0,3.0,Topf_gross_Aufteilung2,Abgelehnt,1048.2,19,2
115,116,10:03:26:601,171,181.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,684.6,19,2
116,117,10:03:32:492,14,14.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,577.2,19,2
117,118,10:03:37:273,200,212.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,738.9,19,2
118,119,10:03:42:007,166,176.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,1421.2,19,2
119,120,10:03:46:929,115,121.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,705.3,19,2
120,121,10:03:51:851,72,78.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,684.8,19,2
121,122,10:03:56:554,43,47.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,816.4,19,2
122,123,10:04:00:773,229,243.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,601.2,19,2
123,124,10:04:05:304,68,74.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,643.6,19,2
124,125,10:04:09:211,177,187.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,695.2,19,2
125,126,10:04:15:695,79,85.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1004.7,19,2
126,127,10:04:21:507,230,244.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,604.8,19,2
127,128,10:04:27:695,132,140.0,19.0,3.0,Topf_gross_Aufteilung2,Abgelehnt,829.4,19,2
128,129,10:04:34:414,104,110.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,569.7,19,2
130,131,10:04:46:054,67,73.0,11.0,3.0,Topf_klein_Aufteilung2,Abgelehnt,727.8,19,2
131,132,10:04:52:898,238,252.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,607.2,19,2
132,133,10:04:56:867,64,70.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,544.3,19,2
133,134,10:05:02:523,144,152.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,502.4,19,2
134,135,10:05:08:992,178,188.0,11.0,3.0,Topf_klein_Aufteilung2,Abgelehnt,612.7,19,2
135,136,10:05:13:164,196,208.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,557.9,19,2
137,138,10:05:24:086,4,4.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,633.7,19,2
138,139,10:05:30:211,175,185.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,549.0,19,2
139,140,10:05:35:461,129,137.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,835.9,19,2
140,Gesamtkennwerte der Versuchsperson,,,,,,,,,19,2
141,"Kennwerte für die verschiedenen Ausgangskonstellationen, Reihenfolge Anzahl, Reaktionsmittelwert",,,,,,,,,19,2
142,Topf_klein_Aufteilung1:,5,741,741.0,75.0,,,,,19,2
143,Topf_klein_Aufteilung2:,27,850,850.0,5.0,,,,,19,2
144,Topf_klein_Aufteilung3:,8,745,745.0,0.0,,,,,19,2
145,Topf_gross_Aufteilung1:,1,689,689.0,53.0,,,,,19,2
146,Topf_gross_Aufteilung2:,28,866,866.0,6.0,,,,,19,2
147,Topf_gross_Aufteilung3:,29,713,713.0,2.0,,,,,19,2
148,Fehler:,1,,,,,,,,19,2
149,Zusatzbetrag:,13,,,,,,,,19,2
0,1,08:42:33:440,217,231.0,19.0,1.0,Topf_gross_Aufteilung1,Fehler,0.0,20,1
2,3,08:42:45:769,179,189.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,1003.6,20,1
3,4,08:42:50:409,157,167.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1034.9,20,1
4,5,08:42:54:925,221,235.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,887.0,20,1
5,6,08:42:59:909,103,109.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,783.2,20,1
6,7,08:43:04:659,129,137.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,505.3,20,1
7,8,08:43:11:612,121,129.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,1155.9,20,1
8,9,08:43:16:503,90,96.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,681.4,20,1
9,10,08:43:21:534,123,131.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,935.7,20,1
10,11,08:43:26:362,82,88.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,767.1,20,1
11,12,08:43:31:815,117,123.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,789.5,20,1
12,13,08:43:38:190,163,173.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,1143.4,20,1
14,15,08:43:47:097,61,67.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,963.1,20,1
16,17,08:43:56:894,11,11.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,492.4,20,1
17,18,08:44:02:753,18,18.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,554.2,20,1
18,19,08:44:07:894,202,214.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,444.9,20,1
19,20,08:44:12:065,60,66.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,558.1,20,1
20,21,08:44:18:050,132,140.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,383.0,20,1
21,22,08:44:23:831,25,25.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,512.6,20,1
22,23,08:44:28:269,55,59.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,414.7,20,1
23,24,08:44:32:362,150,158.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,324.1,20,1
24,25,08:44:36:612,169,179.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,546.3,20,1
25,26,08:44:41:784,50,54.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,420.3,20,1
26,27,08:44:47:909,135,143.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,439.1,20,1
27,28,08:44:53:534,178,188.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,390.4,20,1
29,30,08:45:03:456,49,53.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,386.2,20,1
30,31,08:45:08:050,106,112.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,563.1,20,1
31,32,08:45:13:862,63,69.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,499.2,20,1
32,33,08:45:20:831,31,35.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,724.8,20,1
33,34,08:45:26:222,76,82.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,317.5,20,1
34,35,08:45:31:581,235,249.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,423.3,20,1
35,36,08:45:35:612,138,146.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,373.9,20,1
36,37,08:45:40:847,88,94.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,646.2,20,1
38,39,08:45:52:144,188,200.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,354.4,20,1
39,40,08:45:58:800,208,220.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,376.1,20,1
40,41,08:46:03:722,96,102.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,516.7,20,1
